person_id,departure_time,from_x,from_y,to_x,to_y,simulated_travel_time,validated_travel_time,simulated_distance,validated_distance
251883,35837.0,344469.85,5676740.74,334550.10000000003,5677898.365,856.0,0.0,14547.229999999992,0.0
39123,27841.0,346805.18500000006,5677457.1,342011.46499999997,5685531.035,900.0,1112.0,11172.989999999996,11326.0
68532,28043.0,347174.32999999996,5676866.325000001,346587.04000000004,5676324.525,333.0,176.0,1202.56,1210.0
82255,50120.0,343170.275,5677586.9350000005,355124.66000000003,5644155.795,1867.0,2309.0,39955.59000000001,40172.0
127009,55209.0,345341.79500000004,5676210.055,347170.68000000005,5676266.07,391.0,419.0,2925.9099999999994,2317.0
243838,64825.0,345283.18000000005,5693496.915000001,346007.905,5688878.725000001,492.0,653.0,5781.409999999999,5711.0
112197,68772.0,348637.88,5685005.895,351373.935,5671609.73,1306.0,1491.0,26612.249999999993,27259.0
187388,28364.0,318848.59,5682367.6450000005,346246.695,5682674.5600000005,1494.0,1761.0,33627.85,35204.0
52144,46624.0,359882.44,5702625.260000001,345242.695,5679866.755000001,1459.0,1799.0,31825.959999999995,32332.0
255928,43064.0,344453.4,5675611.640000001,343852.16500000004,5676284.995,168.0,219.0,1297.6699999999998,1411.0
69029,60264.0,338422.855,5672842.195,343336.265,5675807.32,534.0,667.0,9441.240000000002,9497.0
154223,66215.0,344624.175,5682257.91,348249.87,5685071.68,552.0,872.0,8133.249999999999,7226.0
110934,35854.0,346345.185,5672522.105,346541.48,5699729.605,2198.0,2014.0,34159.110000000015,33869.0
53883,30481.0,345752.885,5678498.585000001,346530.62,5679199.3950000005,136.0,230.0,1592.34,1859.0
39794,71472.0,340559.825,5678105.375,347283.45999999996,5677787.700000001,909.0,918.0,8533.410000000002,7614.0
87767,24151.0,342430.19,5677813.405,348022.38,5670656.1,911.0,862.0,11193.419999999998,11069.0
69232,55157.0,321917.4,5674497.18,344970.905,5679340.36,1327.0,1573.0,28584.690000000013,31038.0
118091,67833.0,350899.18500000006,5678431.540000001,355915.25,5670164.860000001,1149.0,1267.0,12000.560000000003,14063.0
243311,32697.0,346100.25,5690491.955,347243.91500000004,5682543.9350000005,876.0,799.0,11331.52,16306.0
11860,19014.0,344102.33,5675992.755000001,345394.26,5676564.91,222.0,313.0,2079.72,2047.0
117754,58602.0,350948.825,5677014.680000001,349766.495,5677500.545,225.0,272.0,1835.8999999999996,2232.0
109646,33317.0,350318.425,5671336.355,344822.275,5674155.425000001,601.0,645.0,7789.349999999999,8567.0
79177,59455.0,345208.865,5688726.9,345673.6,5694692.91,578.0,659.0,8535.79,10125.0
120722,30918.0,345900.905,5676790.41,345379.985,5674368.7700000005,438.0,532.0,3989.7499999999995,3855.0
52822,67914.0,345429.385,5682200.41,345603.81500000006,5682012.130000001,55.0,52.0,471.56,364.0
134203,38594.0,354497.365,5676788.18,345866.53,5676113.045,1221.0,1164.0,10001.560000000001,9952.0
245524,19390.0,333546.505,5706506.235,340843.98,5679349.0600000005,1969.0,1764.0,35172.6,37211.0
87293,36370.0,345462.715,5679520.335000001,345098.02,5679073.715,83.0,144.0,815.0,755.0
126310,51913.0,351716.635,5681775.925000001,348065.105,5680195.950000001,933.0,865.0,8749.470000000003,8488.0
114824,52437.0,350960.28,5676921.805000001,350211.76,5670710.6,844.0,1108.0,9778.64,11586.0
102976,55350.0,347652.14,5676756.725000001,353464.735,5666698.215000001,1597.0,1210.0,13792.229999999998,13995.0
115892,19131.0,350030.76,5677985.205,373749.43500000006,5678539.32,2129.0,1750.0,29658.849999999988,31481.0
51316,49869.0,347509.235,5681717.390000001,347053.76,5680804.985,142.0,209.0,1152.55,1257.0
214409,44509.0,365534.79500000004,5705428.795,344666.855,5676897.025,2052.0,2303.0,39532.99000000002,39555.0
220536,61508.0,349187.80500000005,5678732.485000001,390069.045,5720943.09,4039.0,4282.0,75404.66999999997,78840.0
109551,70382.0,355480.45,5671005.705,352697.105,5669734.600000001,502.0,365.0,3883.56,3635.0
252991,39113.0,353689.87,5654544.620000001,343092.05000000005,5677690.18,1764.0,2029.0,32228.889999999992,38201.0
266302,41318.0,355963.41500000004,5641148.32,347772.65,5676772.785,2142.0,2771.0,44270.000000000044,45440.0
258108,67421.0,342849.85,5678580.095000001,347283.45999999996,5677787.700000001,828.0,745.0,8401.779999999999,8008.0
259749,30112.0,342712.76,5632822.24,344638.99506635126,5676329.862159191,2841.0,2823.0,54102.11000000001,54370.0
17835,67562.0,343351.22,5676024.48,341827.005,5678562.380000001,440.0,431.0,6067.09,5072.0
101902,61081.0,371390.68,5677709.715,351874.225,5668514.295,1397.0,1617.0,30424.86999999999,31789.0
192301,50965.0,369774.125,5674646.73,348227.315,5678656.19,2001.0,2122.0,31396.510000000002,31156.0
132124,76368.0,344511.62,5675531.07,333618.76,5681767.345000001,803.0,970.0,16628.410000000007,16551.0
125503,44699.0,350597.15,5679387.42,354787.33499999996,5672563.875,763.0,996.0,9929.119999999999,10216.0
246880,74636.0,344163.14,5679730.075000001,337667.695,5713253.08,2031.0,2169.0,45985.71,46002.0
78514,64138.0,344405.3150664292,5676401.857159144,343192.45499999996,5687623.2,1361.0,1189.0,16827.700000000008,13820.0
144732,77581.0,347546.555,5672731.4,355203.205,5670721.1450000005,1031.0,841.0,10041.400000000001,11353.0
168198,39603.0,345615.905,5678241.950000001,344722.015,5677235.08,337.0,327.0,1876.08,1844.0
218429,30309.0,351804.215,5699365.6450000005,350926.4,5672261.45,1824.0,1967.0,37299.75999999998,36408.0
209507,84147.0,343439.82,5677677.8100000005,365008.02,5700057.355,1686.0,1852.0,37483.549999999996,36606.0
244067,31452.0,345951.355,5693387.525,345868.315,5689271.07,600.0,694.0,5989.119999999999,5688.0
104535,30741.0,352762.005,5668877.365,356784.735,5664315.215,742.0,675.0,7811.489999999997,6796.0
118558,19505.0,350834.96499999997,5678106.430000001,338920.69,5674209.16,1281.0,1341.0,14695.729999999992,14643.0
56736,76634.0,341081.79500000004,5685571.74,345760.215,5676993.670000001,1300.0,1450.0,18262.94,19848.0
200159,52981.0,347672.97,5672964.700000001,360086.66000000003,5662370.75,1178.0,1191.0,23126.139999999996,25762.0
55311,51014.0,334592.17500000005,5702562.345000001,346928.925,5681290.6850000005,1617.0,1965.0,35155.909999999996,35198.0
31041,66963.0,344752.76,5678566.23,349038.67000000004,5674817.005000001,830.0,812.0,6938.209999999999,6962.0
33257,34292.0,345773.815,5673838.66,346116.835,5674089.375,310.0,295.0,1711.03,1716.0
86521,29068.0,342773.43,5678634.86,353030.065,5645967.6450000005,2083.0,2405.0,39408.47000000001,40120.0
248446,47555.0,345981.11,5678284.9350000005,338098.11,5681206.345000001,1019.0,1226.0,10725.250000000005,11897.0
157469,55011.0,346799.33999999997,5680045.3100000005,355477.74,5670304.65,1824.0,1551.0,16383.199999999999,15996.0
214354,39682.0,345079.895,5676963.075,344713.885,5676811.0,73.0,104.0,595.71,529.0
164885,23522.0,327842.43000000005,5672549.625,346709.71,5676915.525,1876.0,1585.0,28359.520000000004,24988.0
264749,50420.0,350570.175,5649270.140000001,345200.11,5677356.19,1510.0,1883.0,33946.409999999996,33667.0
170049,51613.0,337772.88,5677377.115,340370.055,5678268.370000001,713.0,571.0,7874.14,4697.0
277511,39442.0,355937.3,5650035.36,344503.95999999996,5679924.48,1759.0,2205.0,41490.02000000002,41374.0
167652,50475.0,338848.315,5677508.58,343425.455,5678816.255000001,466.0,548.0,5990.46,6026.0
159371,27977.0,349045.975,5690116.260000001,345756.525,5689360.285,414.0,454.0,5056.3,4459.0
10434,30754.0,343126.33,5675978.1450000005,342708.56500000006,5685195.9,840.0,997.0,11391.930000000002,11208.0
74132,42718.0,345187.05500000005,5677996.025,340481.08,5679299.335000001,863.0,759.0,6591.079999999999,6236.0
61669,79781.0,345113.42000000004,5682728.84,348874.625,5682658.210000001,536.0,607.0,5337.45,5589.0
116055,36378.0,350612.80500000005,5678592.41,347481.965,5676324.695,550.0,622.0,4886.92,4796.0
123073,34119.0,344102.33,5675992.755000001,344982.66500000004,5675283.33,289.0,264.0,1553.79,1533.0
43370,52030.0,340963.065,5679135.26,341898.85,5678386.925000001,177.0,220.0,1498.24,1484.0
177391,49132.0,346466.21499999997,5680096.930000001,342195.06500000006,5667729.210000001,1598.0,1860.0,21425.99999999999,19370.0
67261,43676.0,347227.48,5676856.110000001,346533.80000000005,5676210.005000001,163.0,300.0,1233.19,1771.0
219442,33119.0,342082.505,5679076.565,361260.465,5699823.86,1438.0,1601.0,32084.479999999992,32118.0
103511,48508.0,353341.33999999997,5667725.460000001,352311.45999999996,5661909.5600000005,653.0,735.0,7764.479999999998,11547.0
64235,29513.0,345069.10000000003,5678569.370000001,340901.195,5669552.925000001,1008.0,1224.0,15087.69,15193.0
133397,70000.0,353141.17000000004,5676810.68,350376.855,5672668.85,858.0,734.0,8275.92,9592.0
220082,60889.0,342028.97000000003,5679547.5600000005,371469.88,5718851.675000001,3876.0,3480.0,58840.60999999996,68675.0
246061,48825.0,346680.28,5676244.53,340651.985,5701875.165000001,2194.0,2288.0,39346.85,38904.0
276824,20513.0,374019.44,5625963.7700000005,340737.81500000006,5679279.67,3672.0,3405.0,76046.32999999999,76259.0
204499,74927.0,342390.945,5683646.915000001,361208.70999999996,5713208.095000001,1855.0,2046.0,45551.76,47696.0
211725,63146.0,360641.015,5655123.700000001,351998.135,5670613.385000001,1194.0,1323.0,23716.51,23782.0
114463,48139.0,342579.57,5678992.74,348388.995,5677546.73,857.0,840.0,8465.850000000004,8509.0
134343,35105.0,353642.085,5675969.930000001,344374.465,5674424.735,839.0,878.0,14585.870000000003,14563.0
56189,54599.0,345689.18000000005,5679025.350000001,347390.765,5680187.065,367.0,436.0,2781.9399999999996,2936.0
185169,41577.0,361724.35,5703384.99,346377.235,5680987.325000001,1527.0,1643.0,31003.050000000003,32724.0
87062,35887.0,343181.47,5679096.04,344037.68000000005,5675448.015000001,497.0,549.0,5534.8099999999995,5227.0
72845,64025.0,356695.56,5644628.465000001,345462.185,5679220.880000001,2274.0,2511.0,44402.89000000001,47638.0
69187,62363.0,342071.23,5684897.215,344986.29500000004,5678033.460000001,690.0,706.0,8596.710000000005,8250.0
148070,20239.0,352982.86,5661674.040000001,343545.79500000004,5676177.960000001,2239.0,1354.0,24742.390000000003,26049.0
117936,35778.0,349370.05500000005,5676284.58,348187.80500000005,5678147.465000001,518.0,631.0,4670.46,4685.0
273243,25027.0,368379.465,5651910.595000001,344677.065,5677089.5,3320.0,2836.0,44822.18,45701.0
96869,73811.0,357828.995,5700721.710000001,347902.18,5673360.890000001,2147.0,2111.0,36567.27000000001,45332.0
170775,73798.0,345450.53,5680104.49,345562.66500000004,5680008.115,57.0,59.0,401.89,326.0
33643,57083.0,341881.66500000004,5678706.51,348531.53,5674824.28,1099.0,1140.0,8949.53,9319.0
195769,46574.0,345043.865,5677186.925000001,340675.495,5679490.4350000005,697.0,649.0,5866.589999999999,6953.0
50518,67339.0,344609.9,5679920.49,344391.965,5682097.59,422.0,395.0,3015.1899999999996,3802.0
213357,30472.0,368875.45,5700167.49,345230.21499999997,5677284.08,2569.0,2457.0,42305.190000000024,40530.0
256441,67364.0,349842.625,5678577.18,324161.66000000003,5697574.335000001,2695.0,2328.0,41156.76999999999,45730.0
30783,59652.0,348862.575,5674418.75,348774.21499999997,5673515.960000001,349.0,215.0,1785.67,1408.0
194735,63559.0,347963.39,5678305.75,357105.385,5690309.365,2191.0,1844.0,22813.610000000004,20392.0
215259,50957.0,345705.875,5675009.795,346591.08,5676054.950000001,308.0,261.0,2094.4900000000002,1889.0
117694,78013.0,360521.91000000003,5672903.12,350678.645,5676963.16,825.0,972.0,13712.86,13610.0
88005,40414.0,340817.395,5678896.625,342248.205,5678428.880000001,261.0,248.0,2052.1,1812.0
251046,43860.0,340932.32,5678315.1850000005,328987.43000000005,5681741.460000001,806.0,766.0,14287.780000000004,14425.0
186151,39338.0,338258.54000000004,5674560.69,342362.79000000004,5678073.385000001,675.0,801.0,7912.849999999997,7871.0
173524,76755.0,344883.575,5676385.300000001,339536.15,5670361.505000001,1075.0,1170.0,15254.64,15105.0
61669,76327.0,348438.08499999996,5682063.065,345113.42000000004,5682728.84,451.0,475.0,4373.499999999999,4374.0
157452,71761.0,346145.91500000004,5683579.255000001,349710.065,5684025.640000001,491.0,486.0,4958.950000000001,4519.0
142980,67571.0,345392.705,5677306.545,355818.205,5665115.41,1481.0,1328.0,19923.319999999996,20504.0
251953,34326.0,331566.45,5686335.045000001,346901.57999999996,5676536.640000001,1716.0,1722.0,22051.08000000001,25780.0
238103,45669.0,350010.85,5684681.5600000005,342652.435,5676073.59,1486.0,1527.0,13740.140000000003,14402.0
186956,72657.0,345894.33499999996,5676993.745000001,333903.485,5677908.8100000005,1000.0,1099.0,15732.229999999994,15700.0
86806,25967.0,344366.55500000005,5683225.0600000005,344807.76,5683566.925000001,417.0,271.0,3211.09,1572.0
74477,63331.0,351943.54000000004,5669544.615,345450.38,5677932.630000001,1277.0,1074.0,15491.71,14082.0
253791,57255.0,346054.775,5677516.3950000005,346387.51,5680092.605,638.0,409.0,3872.9900000000002,3467.0
51309,67077.0,345322.09,5677794.03,346047.91000000003,5682826.865,875.0,666.0,6939.140000000001,6688.0
145757,60691.0,353503.275,5666258.295,353105.765,5665401.155,399.0,465.0,3265.449999999999,3182.0
253885,18797.0,325849.96,5696258.700000001,341373.17,5679309.73,2786.0,2038.0,25963.10999999999,44272.0
148458,52492.0,351357.08499999996,5669834.6850000005,351876.515,5661158.9350000005,663.0,799.0,12355.020000000002,12112.0
127685,77422.0,347378.015,5673362.44,338391.23,5679367.065,1029.0,1188.0,12356.039999999999,12550.0
183874,66301.0,350919.115,5668365.825,344674.845,5666488.0200000005,1774.0,1350.0,20086.16,20195.0
60533,51091.0,344863.44006625144,5676056.417159218,347051.885,5677833.125,466.0,635.0,3382.6400000000003,3989.0
256642,62361.0,344323.30500000005,5675806.630000001,326604.5,5697460.995000001,2231.0,2335.0,42238.39999999999,47326.0
133032,54431.0,336839.98,5683679.265000001,342699.83499999996,5677785.745,936.0,1030.0,10464.22,9775.0
280797,56599.0,408683.685,5710312.37,345141.0,5677365.955,3482.0,4178.0,83860.38999999998,85365.0
49633,25327.0,344059.97,5682158.550000001,345177.6,5682554.04,115.0,145.0,1237.3099999999997,1387.0
188509,63673.0,344623.815,5676984.135,370854.41000000003,5682941.0200000005,1786.0,2148.0,35002.83000000001,36485.0
189272,62827.0,351017.41500000004,5678714.135000001,371075.78500000003,5679051.5200000005,1852.0,2071.0,27978.110000000004,28043.0
232413,54088.0,344462.83506644575,5675976.5321592875,344900.475,5676473.625,128.0,209.0,1091.2,994.0
80752,46732.0,342972.775,5687799.525,375550.82,5718920.2,2252.0,2969.0,61445.850000000006,61188.0
85638,31994.0,341804.245,5679142.65,360073.47500000003,5698761.6850000005,1599.0,1695.0,32865.65,32816.0
77769,60856.0,344975.235,5682539.285,343177.78500000003,5687396.1850000005,942.0,880.0,12487.52,10154.0
74316,24399.0,345022.68500000006,5678116.710000001,339413.07,5697782.505000001,1699.0,1796.0,30755.25,32227.0
76818,71473.0,345615.66000000003,5679078.8100000005,343256.15,5685505.195,827.0,807.0,9158.849999999999,9670.0
188236,45452.0,371734.99,5681655.08,345394.26,5676564.91,1501.0,1664.0,32805.69000000001,32854.0
187494,62368.0,319327.49,5679657.540000001,345652.54500000004,5676371.32,1163.0,1576.0,30755.96,31146.0
149864,64906.0,342474.455,5688021.470000001,357943.11,5679055.845000001,1740.0,1537.0,23154.990000000005,28929.0
98504,23195.0,348009.925,5673410.73,353856.375,5676854.475000001,722.0,824.0,8408.209999999995,8463.0
42002,49172.0,342503.8,5683128.94,341548.655,5681287.53,518.0,497.0,6127.21,4618.0
31507,54122.0,374736.68000000005,5680875.065,349106.345,5674277.995000001,1455.0,1871.0,31724.85000000001,32023.0
197435,60682.0,365409.18,5674014.92,349277.225,5674084.525,1021.0,1041.0,18236.83,18195.0
186838,19574.0,343317.80500000005,5678140.965,356405.505,5646281.91,1757.0,2034.0,40468.61000000002,40421.0
145138,38569.0,355722.625,5664492.425000001,350827.81,5670481.885,693.0,760.0,10003.529999999997,8698.0
70452,50652.0,346715.68000000005,5672933.19,345040.095,5678207.970000001,1183.0,935.0,8196.820000000002,7351.0
230331,70570.0,343671.87,5676365.155000001,352575.45,5668983.595000001,863.0,849.0,14334.980000000001,14431.0
94601,56105.0,345985.2,5677452.795,345939.41000000003,5678909.345000001,330.0,357.0,2144.7799999999997,2529.0
69187,65908.0,345379.265,5678569.9,345351.52,5679480.0200000005,217.0,262.0,1520.4399999999998,1458.0
272210,48096.0,346902.185,5677762.73,359259.95499999996,5659243.16,1454.0,1942.0,27519.92000000001,28203.0
50973,65962.0,351214.54000000004,5670079.07,344677.29500000004,5682616.295,1601.0,1573.0,16687.51,19520.0
145003,20402.0,356969.33,5663726.705,346030.30000000005,5673970.0600000005,1636.0,1209.0,19598.47,20636.0
37435,58720.0,339415.585,5679028.695,346858.27,5679452.040000001,795.0,785.0,9570.070000000002,9587.0
78823,71921.0,343134.28500000003,5694865.655,346239.75,5689678.835000001,634.0,748.0,7628.28,9548.0
247408,24509.0,321533.66000000003,5713425.275,347848.895,5682187.01,3048.0,2716.0,57797.63,58350.0
137481,35447.0,356494.95,5675474.225000001,351070.775,5670494.5,726.0,954.0,12103.360000000004,11968.0
107450,26058.0,340963.065,5679135.26,341453.655,5679681.255000001,163.0,174.0,1236.25,1080.0
27798,63673.0,373790.385,5673422.23,351129.77,5670541.540000001,1772.0,2054.0,33375.56999999999,33626.0
269648,66037.0,344781.94999999995,5675792.110000001,366317.905,5638313.925000001,2205.0,2324.0,52366.91000000001,51177.0
6756,51659.0,344897.29000000004,5675339.795,347414.26,5675271.9350000005,645.0,593.0,4544.759999999999,4876.0
83873,24280.0,343685.16500000004,5678093.035,346062.605,5677634.205,502.0,0.0,3621.7699999999995,0.0
17088,48262.0,344204.945,5674761.01,360720.98,5672958.035,926.0,1092.0,18477.09000000001,18463.0
67510,83947.0,345844.44,5676925.675000001,345526.725,5678372.75,315.0,292.0,2115.45,2158.0
156590,12425.0,351180.38,5685309.835000001,348438.08499999996,5682063.065,476.0,494.0,5141.7300000000005,5084.0
1509,69161.0,346410.765,5677481.595000001,345939.13,5677033.07,100.0,160.0,952.56,804.0
193757,65179.0,344201.29000000004,5683197.94,358448.91000000003,5687637.885,1195.0,1272.0,19718.780000000002,19451.0
176264,22590.0,341265.92500000005,5669725.835000001,342528.49,5679413.275,1339.0,1192.0,14804.299999999997,22710.0
238099,83095.0,345432.54500000004,5680396.83,341631.16500000004,5712520.065,1763.0,1873.0,39969.159999999996,39936.0
137272,38706.0,359067.525,5674778.515000001,344790.395,5677617.49,1418.0,1434.0,19800.530000000006,19645.0
82682,52735.0,346437.655,5678357.76,345956.03,5677870.595000001,192.0,377.0,1396.12,2424.0
271522,71234.0,348683.36,5674964.2,365039.16500000004,5657601.615,1814.0,1940.0,30113.71000000001,29905.0
43854,80519.0,346570.68000000005,5677953.415000001,347360.515,5677181.7,155.0,374.0,1533.2299999999998,2383.0
223340,47747.0,345866.235,5684031.130000001,343786.35,5698527.765000001,1219.0,1326.0,20787.569999999996,20698.0
122070,54433.0,345430.355,5675864.485,350022.065,5675258.3950000005,742.0,884.0,5597.3200000000015,6956.0
231541,21416.0,344225.68,5700201.5600000005,345932.4,5674021.875,2892.0,1924.0,31780.979999999978,31062.0
7315,78348.0,345292.325,5680876.7700000005,344718.24,5675880.605,561.0,707.0,6315.61,6793.0
65588,32347.0,345303.185,5679643.130000001,330100.905,5688210.305,1047.0,1336.0,22551.469999999998,22514.0
61422,25235.0,347062.025,5681473.095000001,360977.525,5698530.655,1140.0,1192.0,26042.289999999997,25776.0
122132,42250.0,357148.76,5674875.475,350153.795,5675363.4,787.0,953.0,9524.910000000002,9620.0
7501,51280.0,351462.33499999996,5670366.985,343427.03,5670214.355,757.0,811.0,14180.420000000006,13610.0
67488,60834.0,339167.515,5679611.970000001,345693.76,5679974.43,631.0,656.0,8812.04,8561.0
57541,36540.0,345497.94,5683792.69,345700.02,5682790.86,234.0,262.0,2463.2,1904.0
181717,41751.0,346339.075,5662768.45,345824.685,5676148.86,755.0,1061.0,16608.480000000003,16975.0
62009,48152.0,347656.05500000005,5670772.495000001,344727.84506630874,5676060.167159214,634.0,648.0,6934.8099999999995,6961.0
92894,23934.0,345584.225,5674234.45,345680.36,5677482.83,768.0,555.0,5264.639999999999,4689.0
119535,47552.0,345321.06000000006,5676127.28,350738.85000000003,5678804.355,884.0,1035.0,7702.86,7970.0
19739,63694.0,340909.43000000005,5677768.105,345175.04,5673734.845000001,1144.0,979.0,7967.039999999999,7851.0
237567,38377.0,344265.46499999997,5682858.67,365658.41500000004,5634920.49,2578.0,3039.0,64306.42000000001,66144.0
184055,65449.0,339303.29000000004,5677521.42,344511.83999999997,5676655.955,431.0,474.0,6695.790000000001,6845.0
97669,77897.0,348697.23,5671639.335000001,348137.82,5672045.62,104.0,108.0,933.2300000000002,788.0
280555,69490.0,345553.385,5676151.23,418202.94,5725759.4,4308.0,4566.0,103774.73000000001,106660.0
187138,66208.0,340683.475,5677938.465,337532.555,5656238.930000001,2117.0,1954.0,27149.40999999999,40575.0
216804,23532.0,356059.74,5700106.155000001,344819.365,5682504.45,1689.0,1304.0,26750.04999999999,26971.0
